name,keggId,formula,mass
1-O-[2-(L-Cysteinamido)-2-deoxy-alpha-D-glucopyranosyl]-1D-myo-inositol,C19703,C15H28N2O11S,444.14132
tetracycline,C06570,C22H24N2O8,444.15322
"(6S)-5,6,7,8-tetrahydrofolate~(6S)-Tetrahydrofolate~(6S)-Tetrahydrofolic acid~(6S)-THFA~5,6,7,8-Tetrahydrofolate~5-6-7-8-Tetrahydrofolate~5.6.7.8-Tetrahydrofolate~Tetrahydrofolate~Tetrahydrofolic acid~THF",C00101,C19H21N7O6~C19H23N7O6,445.170925
Phenoltricosanoic acid,,C29H50O3,446.37598
all-trans-Geranylgeranyl diphosphate~all-trans-Geranylgeranyl pyrophosphate~Geranylgeranyl diphosphate~Geranylgeranyl pyrophosphate~trans.trans.cis-Geranylgeranyl diphosphate~trans.trans.cis-Geranylgeranyl pyrophosphate,C00353~C11356,C20H33O7P2~C20H36O7P2,450.19359
2-Methyl-3-phytyl-1.4-naphthoquinone~Phylloquinone~Phytonadione~Vitamin K1,C02059,C31H46O2,450.34977
phyllohydroquinone,C03313,C31H48O2,452.36542
(2S)-2-[5-amino-1-(5-O-phosphonato-beta-D-ribosyl)imidazole-4-carboxamido]succinate~(S)-2-[5-Amino-1-(5-phospho-D-ribosyl)imidazole-4- carboxamido]succinate~(S)-2-[5-Amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido]succinate~1-(5&#39;-Phosphoribosyl)-4-(N-succinocarboxamide)-5-aminoimidazole~1-(5&#39;-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole~1-(5-phosphoribosyl)-4-(N-succino-carboxamide)- 5-aminoimidazole~1-(5-Phosphoribosyl)-4-(N-succinocarboxamide)-5-aminoimidazole~1-(5-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole~5&#39;-Phosphoribosyl-4-(N-succinocarboxamide)-5-aminoimidazole~5-phosphoribosyl-4-(N-succino-carboxamide)- 5-aminoimidazole~S-2-5-Amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido-succinate~SAICAR,C04823,C13H15N4O12P~C13H19N4O12P,454.073635
Flavin mononucleotide~FMN~Riboflavin-5-phosphate,C00061,C17H21N4O9P,456.104555
"(6R)-5,10-methenyltetrahydrofolate~5,10-Methenyltetrahydrofolate~5-10-Methenyltetrahydrofolate~5.10-Methenyltetrahydrofolate",C00445,C20H20N7O6~C20H22N7O6,456.1631
Phytyl diphosphate~phytyl diphosphate(3-),C05427,C20H39O7P2~C20H42O7P2,456.24054
"(6R)-5,10-methylenetetrahydrofolate~(6R)-5.10-Methylenetetrahydrofolate~5,10-Methylenetetrahydrofolate~5-10-Methylenetetrahydrofolate~5.10-Methylene-THF~5.10-Methylenetetrahydrofolate",C00143,C20H21N7O6~C20H23N7O6,457.170925
minocycline,C07225,C23H27N3O7,457.184855
flavin mononucleotide reduced~FMNH2~Reduced FMN~ReducedFMN,C01847,C17H21N4O9P~C17H23N4O9P,458.120205
5-Methyltetrahydrofolate~5-methyltetrahydrofolate(2-),C00440,C20H23N7O6~C20H25N7O6,459.186575
"adenylo-succinate~Adenylosuccinate~Adenylosuccinic acid~N(6)-(1,2-dicarboxylatoethyl)-AMP(4-)~N6-(1,2-Dicarboxyethyl)-AMP~N6-(1.2-Dicarboxyethyl)-AMP~N6--1-2-Dicarboxyethyl-AMP",C03794,C14H14N5O11P~C14H18N5O11P,463.07397
1-O-(2-Acetamido-2-deoxy-alpha-D-glucopyranosyl)-1D-myo-inositol 3-phosphate,C19761,C14H26NO14P,463.10902
glycocholate,C01921,C26H42NO6,465.309005
Pentamethyl-tricontanoyl,,C31H62O2,466.47497
2&#39;-Deoxycytidine 5&#39;-triphosphate~dCTP~Deoxycytidine 5&#39;-triphosphate~Deoxycytidine triphosphate,C00458,C9H16N3O13P3,466.98952
2&#39;-Deoxyuridine 5&#39;-triphosphate~dUTP,C00460,C9H15N2O14P3,467.973535
2-(1-hydroxyethyl)thiamine diphosphate~2-(alpha-Hydroxyethyl)thiamine diphosphate~2-Hydroxyethyl-ThPP,C05125,C14H20N4O8P2S~C14H23N4O8P2S,469.071125
(6S)-5-formyltetrahydrofolate(2-)~10-Formyl-THF~10-Formyltetrahydrofolate~5-Formyltetrahydrofolate~Folinic acid~L(-)-5-Formyl-5.6.7.8-tetrahydrofolic acid,C00234~C03479,C20H21N7O7~C20H23N7O7,473.165835
adenylyl selenate,C05686,C10H12N5O10PSe,474.00776
Phenolpentacosanoic acid,,C31H54O3,474.40728
CDP-glycerol~CDPglycerol,C00513,C12H21N3O13P2,477.054885
Deoxythymidine 5&#39;-triphosphate~Deoxythymidine triphosphate~dTTP~TTP,C00459,C10H17N2O14P3,481.989185
CTP~Cytidine 5&#39;-triphosphate~Cytidine triphosphate,C00063,C9H16N3O14P3,482.98443
"(2,3-Dihydroxybenzoyl)adenylate~(2.3-Dihydroxybenzoyl)adenylate",C04030,C17H18N5O10P,483.07906
Uridine 5&#39;-triphosphate~Uridine triphosphate~UTP,C00075,C9H15N2O15P3,483.968445
Mycothiol,C06717,C17H30N2O12S,486.15188
2&#39;-Deoxyadenosine 5&#39;-triphosphate~dATP~Deoxyadenosine 5&#39;-triphosphate~Deoxyadenosine triphosphate,C00131,C10H16N5O12P3,491.00075
2&#39;-Deoxyinosine 5&#39;-triphosphate~2&#39;-Deoxyinosine-5&#39;-triphosphate~dITP,C01345,C10H15N4O13P3,491.984765
"2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl)dihydropteridine triphosphate~2-Amino-4-hydroxy-6-(erythro-1.2.3-trihydroxypropyl)dihydropteridine triphosphate~2-Amino-4-hydroxy-6--erythro-1-2-3-trihydroxypropyldihydropteridinetriphosphate~6-(L-erythro-1.2-Dihydroxypropyl 3-triphosphate)-7.8-dihydropterin~6-[(1S.2R)-1.2-Dihydroxy-3-triphosphooxypropyl]-7.8-dihydropterin~7,8-dihydroneopterin 3'-triphosphate(4-)~7.8-Dihydroneopterin 3&#39;-triphosphate",C04895,C9H12N5O13P3~C9H16N5O13P3,494.99566
leukotriene D4,C05951,C25H39N2O6S,496.26067
phthiodiolone-C32-2-keto,,C32H64O3,496.48553
2-Methyl-1-hydroxypropyl-ThPP~2-Methyl-1-hydroxypropyl-TPP~2-methyl-1-hydroxypropylthiamine diphosphate,C15976,C16H24N4O8P2S~C16H27N4O8P2S,497.102425
Amylotriose~Maltotriose~raffinose,C00492~C01835,C18H32O16,504.16896
3&#39;-Phospho-5&#39;-adenylyl sulfate~3&#39;-Phosphoadenosine 5&#39;-phosphosulfate~3&#39;-Phosphoadenylyl sulfate~3'-phosphoadenosine-5'-phosphosulfate~3'-Phosphoadenylyl sulfate~3-phospho-adenylylsulfate~3-Phosphoadenylyl sulfate~3-Phosphoadenylylsulfate~PAPS,C00053,C10H11N5O13P2S~C10H15N5O13P2S,506.986145
2&#39;-Deoxyguanosine 5&#39;-triphosphate~Adenosine 5&#39;-triphosphate~ATP~Deoxyguanosine 5&#39;-triphosphate~Deoxyguanosine triphosphate~dGTP,C00002~C00286,C10H16N5O13P3,506.99566
Inosine 5&#39;-triphosphate~Inosine triphosphate~Inosine tripolyphosphate~ITP,C00081,C10H15N4O14P3,507.979675
phthiodiolone-C33-3-keto,,C33H66O3,510.50118
2-Methyl-1-hydroxybutyl-ThPP~2-Methyl-1-hydroxybutyl-TPP~3-Methyl-1-hydroxybutyl-ThPP~3-Methyl-1-hydroxybutyl-TPP,C15974~C15978,C17H26N4O8P2S~C17H29N4O8P2S,511.118075
"2,5-Diamino-6-(5'-triphosphoryl-3',4'-trihydroxy-2'-oxopentyl)-amino-4-oxopyrimidine~2.5-Diamino-6-(5&#39;-triphosphoryl-3&#39;.4&#39;-trihydroxy-2&#39;-oxopentyl)- amino-4-oxopyrimidine~2.5-Diaminopyrimidine nucleoside triphosphate",C05923~C06148,C9H14N5O14P3~C9H18N5O14P3,513.00622
(2S)-Lactyl-2-diphospho-5-guanosine~L-lactyl-2-diphospho-5'-guanosine,C19155,C13H16N5O13P2~C13H19N5O13P2,515.045375
Coenzyme F420-0~F420-0(2-),C19153,C19H20N3O12P~C19H22N3O12P,515.09404
taurocholate,C05122,C26H44NO7S,515.291635
fusidic acid,C06694,C31H48O5,516.34506
all-trans-Pentaprenyl diphosphate~pendp,C04217,C25H44O7P2,518.25619
Molybdenum cofactor,C18237,C10H12MoN5O8PS2,520.92643
4-(Cytidine 5&#39;-diphospho)-2-C-methyl-D-erythritol~4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol~4-(Cytidine 5-diphospho)-2-C-methyl-D-erythritol~4--cytidine5-diphospho-2-C-methyl-D-erythritol~4-CDP-2-C-methyl-D-erythritol(2-),C11435,C14H23N3O14P2~C14H25N3O14P2,521.081095
GTP~Guanosine 5&#39;-triphosphate,C00044,C10H16N5O14P3,522.99057
XTP,C00700,C10H15N4O15P3,523.974585
phthiodiolone lumped compound~phthiodiolone-C34-2-keto,,C34H68O3,524.51683
3-Carboxy-1-hydroxypropyl-ThPP~3-carboxy-1-hydroxypropylthiamine diphosphate,C05381,C16H21N4O10P2S~C16H25N4O10P2S,527.076595
Isorenieratene,C15943,C40H48,528.3756
"CDP-4-dehydro-3,6-dideoxy-D-glucose(2-)",C04297,C15H21N3O14P2,531.065445
beta-Isorenieratene~Chlorobactene,C15908~C16340,C40H52,532.4069
UDP-4-keto-pyranose,C16155,C14H20N2O16P2,534.02872
uridine 5''-diphospho-{beta}-4-deoxy-4-amino-L-arabinose,C16153,C14H23N3O15P2,535.060355
lipoyl-AMP,C16238,C18H26N5O8PS2,535.09598
all-trans-beta-carotene~gamma-carotene~lycopene,C02094~C05432~C05435,C40H56,536.4382
neurosporene,C05431,C40H58,538.45385
phthiodiolone-C35-3-keto,,C35H70O3,538.53248
all-trans-zeta-carotene,C05430,C40H60,540.4695
"4-methyl-3-keto-9,11-dihydroxy-C33-acid",,C33H64O5,540.47535
Formamidopyrimidine nucleoside triphosphate,C05922,C10H14N5O15P3~C10H18N5O15P3,541.00113
all-trans-phytofluene,C05414,C40H62,542.48515
CMP-3-deoxy-D-manno-octulosonate,C04121,C17H26N3O15P,543.11007
doxorubicin,C01661,C27H29NO11,543.174005
15-cis-Phytoene~all-trans-phytoene~Phytoene,C05413~C05421,C40H64,544.5008
"4,6-Dideoxy-4-oxo-dTDP-D-glucose~4.6-Dideoxy-4-oxo-dTDP-D-glucose~dTDP-4-dehydro-6-deoxy-alpha-D-galactose~dTDP-4-dehydro-6-deoxy-alpha-D-glucose~dTDP-4-dehydro-6-deoxy-beta-L-mannose~dTDP-4-dehydro-6-deoxy-D-galactose~dTDP-4-dehydro-6-deoxy-D-glucose~dTDP-4-dehydro-6-deoxy-L-mannose~dTDP-4-oxo-6-deoxy-alpha-D-glucose~dTDP-4-oxo-6-deoxy-D-glucose~dTDP-4-oxo-6-deoxy-L-mannose~dTDP-4-oxo-L-rhamnose",C00688~C11907~C11926,C16H22N2O15P2~C16H24N2O15P2,546.06511
CDP-4-dehydro-6-deoxy-D-glucose(2-),C01219,C15H21N3O15P2,547.060355
"dTDP-4-amino-4,6-dideoxy-D-galactose",C04268,C16H27N3O14P2,547.096745
dTDP-6-deoxy-beta-L-mannose~dTDP-6-deoxy-L-mannose~dTDP-L-rhamnose~dTDP-rhamnose,C03319,C16H24N2O15P2~C16H26N2O15P2,548.08076
"2,4-dimethyl-3-keto-9,11-dihydroxy-C34-acid",,C34H66O5,554.491
1-(5-phospho-D-ribosyl)-AMP~1-(5-phosphoribosyl)-5'-AMP~1-(5-Phosphoribosyl)-AMP~ADP-ribose~ADPribose~N1-(5-Phospho-D-ribosyl)-AMP~Phosphoribosyl-AMP,C00301~C02741,C15H19N5O14P2~C15H21N5O14P2~C15H23N5O14P2,559.071585
Porphyrinogen IX~Protoporphyrin~Protoporphyrin IX~protoporphyrin(2-),C02191,C34H32N4O4~C34H34N4O4,562.25797
uridine 5''-diphospho-{beta}-4-deoxy-4-formamido-L-arabinose,C16154,C15H23N3O16P2,563.055265
dTDP-alpha-D-glucose~dTDP-D-glucose~dTDP-glucose~dTDPglucose,C00842,C16H24N2O16P2~C16H26N2O16P2,564.07567
Aerobactin~aerobactin minus Fe3,C05554,C22H33FeN4O13~C22H36N4O13,564.22781
"UDP-alpha-D-galacto-1,4-furanose~UDP-alpha-D-galacto-1.4-furanose~UDP-alpha-D-galactose~UDP-alpha-D-glucose~UDP-alpha-D-glucose(2-)~UDP-D-galacto-1,4-furanose~UDP-D-galacto-1.4-furanose~UDP-D-galactopyranose~UDP-D-galactose~UDP-D-glucose~UDP-galactose~UDP-glucose~UDPgalactose~UDPglucose~Uridine diphosphate glucose",C00029~C00052~C03733,C15H22N2O17P2~C15H24N2O17P2,566.05493
Protoporphyrinogen IX~protoporphyrinogen(2-)~ProtoporphyrinogenIX,C01079,C34H38N4O4~C34H40N4O4,568.30492
"4-methyl-3-keto-9,11-dihydroxy-C35-acid",,C35H68O5,568.50665
Biotinyl-5&#39;-AMP~biotinyl-5'-AMP~Biotinyl-5-AMP,C05921,C20H27N7O9PS~C20H28N7O9PS,573.14061
Tetrahydrofolyl-[Glu](2),C09332,C24H30N8O9,574.2135
1-(5-phospho-D-ribosyl)-5-[(5-phospho-D-ribosylamino)methylideneamino]imidazole-4-carboxamide(4-)~1-(5-Phosphoribosyl)-5-[(5- phosphoribosylamino)methylideneamino]imidazole-4-carboxamide~1-(5-Phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide~5-(5-Phospho-D-ribosylaminoformimino)-1-(5-phosphoribosyl)- imidazole-4-carboxamide~5-(5-Phospho-D-ribosylaminoformimino)-1-(5-phosphoribosyl)-imidazole-4-carboxamide~5-[(5-phospho-1-deoxy-D-ribulos-1-ylimino)methylamino]-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide~5-[(5-Phospho-1-deoxyribulos-1-ylamino)methylideneamino]-1-(5- phosphoribosyl)imidazole-4-carboxamide~5-[(5-phospho-1-deoxyribulos-1-ylamino)methylideneamino]-1-(5-phosphoribosyl)imidazole-4-carboxamide~N-(5&#39;-Phospho-D-1&#39;-ribulosylformimino)-5-amino-1-(5&#39;&#39;-phospho-D- ribosyl)-4-imidazolecarboxamide~N-(5&#39;-phospho-D-1&#39;-ribulosylformimino)-5-amino-1-(5&#39;&#39;-phosphoribosyl)-4-imidazolecarboxamide~N-(5&#39;-Phospho-D-ribosylformimino)-5-amino-1-(5&#39;&#39;-phospho-D-ribosyl)- 4-imidazolecarboxamide~N-(5&#39;-phospho-D-ribosylformimino)-5-amino-1-(5&#39;&#39;-phosphoribosyl)-4-imidazolecarboxamide~N-(5&#39;-Phosphoribosylformimino)-5-amino-1-(5&#39;&#39;-phosphoribosyl)-4- imidazolecarboxamide~N-(5-Phospho-D-1-ribulosylformimino)-5-amino-1-(5-phospho-D-ribosyl)-4-imidazolecarboxamide~Phosphoribosyl-formimino-AICAR-phosphate~phosphoribosylformimino-AICAR-phosphate~phosphoribosylformiminoaicar-phosphate~Phosphoribulosyl-formimino-AICAR-phosphate~phosphoribulosylformimino-AICAR-phosphate,C04896~C04916,C15H21N5O15P2~C15H25N5O15P2,577.082145
UDP-alpha-D-glucuronate(3-)~UDP-D-glucuronate~UDP-glucuronate,C00167,C15H19N2O18P2~C15H22N2O18P2,580.03419
"2,4-dimethyl-3-keto-9,11-dihydroxy-C36-acid",,C36H70O5,582.5223
Mg-protoporphyrin IX,C03516,C34H30MgN4O4,584.22736
all-trans-Hexaprenyl diphosphate,C01230,C30H52O7P2,586.31879
GDP-4-dehydro-6-deoxy-D-mannose~GDP-4-keto-6-L-deoxygalactose,C01222~C14830,C16H23N5O15P2,587.066495
Adenosine diphosphoglucose~ADP-D-glucose~ADP-glucose~ADPglucose~GDP-L-fucose,C00325~C00498,C16H23N5O15P2~C16H25N5O15P2,589.082145
Glycosylated p-HBAD I,,C26H39O15,591.228825
2-Phospho-4-(cytidine 5&#39;-diphospho)-2-C-methyl-D-erythritol~2-phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol~2-Phospho-4-(cytidine 5-diphospho)-2-C-methyl-D-erythritol~2-phospho-4--cytidine5-diphospho-2-C-methyl-D-erythritol~4-CDP-2-C-methyl-D-erythritol 2-phosphate,C11436,C14H22N3O17P3~C14H26N3O17P3,601.04741
10-Formyl-THF-L-glutamate~10-Formyltetrahydrofolyl L-glutamate,C05928,C25H30N8O10,602.20841
Phenol-phthiodiolone-C33-2-keto,,C39H70O4,602.52739
"Guanosine 3',5'-bis(diphosphate)~Guanosine 3,5-bis(diphosphate)~ppGpp",C01228,C10H12N5O17P4~C10H17N5O17P4,602.956885
GDP-alpha-D-mannose~GDP-D-mannose~GDP-mannose,C00096,C16H23N5O16P2~C16H25N5O16P2,605.077055
UDP-N-acetyl-alpha-D-glucosamine(2-)~UDP-N-acetyl-D-galactosamine~UDP-N-acetyl-D-glucosamine~UDP-N-acetyl-D-mannosamine~UDP-N-acetylglucosamine,C00043~C00203~C01170,C17H25N3O17P2~C17H27N3O17P2,607.081475
Glutathione disulfide~glutathione disulfide(2-)~Oxidized glutathione,C00127,C20H30N6O12S2~C20H32N6O12S2,612.15188
novobiocin,C05080,C31H36N2O11,612.23185
ferroxamine,C07597,C25H45FeN6O8,613.264765
octadecanoyl AMP,,C28H48N5O8P,613.32399
Haem~Heme~Heme B~Protoheme~Protoheme IX,C00032,C34H32FeN4O4,616.17726
Phenol-phthiodiolone-C34-3-keto,,C40H72O4,616.54304
GDP-D-mannuronate,C00976,C16H20N5O17P2,619.056315
ADP-D-glycero-D-manno-heptose~ADP-L-glycero-D-manno-heptose,C06397~C06398,C17H27N5016P2~C17H27N5O16P2,619.092705
UDP-N-acetyl-D-mannosaminouronate,C06240,C17H25N3O18P2,621.060735
leukotriene C4,C02166,C30H45N3O9S,625.303245
Phenol-phthiodiolone lumped compound~Phenol-phthiodiolone-C35-2-keto,,C41H74O4,630.55869
p-hydroxybenzoic acid derivative II,,C29H45O15,633.275775
2-Octaprenylphenol,C05810,C46H70O,638.54266
icosanoyl AMP,,C30H52N5O8P,641.35529
Coenzyme F420-1~coenzyme F420-1(3-),C19152,C24H26N4O15P~C24H29N4O15P,644.136615
Phenol-phthiodiolone-C36-3-keto,,C42H76O4,644.57434
"Phenol-4-methyl-3-keto-9,11-dihydroxy-C34-acid",,C40H70O6,646.51721
"1,2-Diacyl-sn-glycerol",,C41H80O5,652.60055
all-trans-Heptaprenyl diphosphate,C04216,C35H57O7P2~C35H60O7P2,654.38139
2-Octaprenyl-6-hydroxyphenol,C05811,C46H70O2,654.53757
myo-Inositol hexakisphosphate,C01204,C6H18O24P6,659.86125
SL659,,C28H52O15S,660.30262
Coproporphyrinogen I~Coproporphyrinogen III~coproporphyrinogen III(4-)~CoproporphyrinogenI~CoproporphyrinogenIII,C03263~C05768,C36H40N4O8~C36H44N4O8,660.31586
"Phenol-2,4-dimethyl-3-keto-9,11-dihydroxy-C35-acid",,C41H72O6,660.53286
Mycobactin with malonyl group,,C30H41N5O12,663.275095
Diphosphopyridine nucleotide~DPN~NAD~NAD(+)~NAD+~Nadide~Nicotinamide adenine dinucleotide~Nicotinamideadeninedinucleotide,C00003,C21H26N7O14P2~C21H28N7O14P2,664.11685
Deamido-NAD~deamido-NAD(2-)~Deamido-NAD+~Deamino-NAD+,C00857,C21H24N6O15P2~C21H27N6O15P2,665.100865
DPNH~NADH~NADH(2-)~Nicotinamide adenine dinucleotide - reduced~Nicotinamideadeninedinucleotide-reduced,C00004,C21H27N7O14P2~C21H29N7O14P2,665.124675
Glycogen~Maltotetraose~stachyose,C00182~C01613~C02052,C24H42O21~C6H10O5,666.22176
2-Octaprenyl-6-methoxyphenol,C05812,C47H72O2,668.55322
Enterochelin,C05821,C30H27N3O15,669.144135
docosanoyl AMP,,C32H56N5O8P,669.38659
"Phenol-4-methyl-3-keto-9,11-dihydroxy-C36-acid",,C42H74O6,674.54851
UDP-N-acetyl-3-(1-carboxyvinyl)-D-glucosamine~UDP-N-acetyl-3-O-(1-carboxylatovinyl)-alpha-D-glucosamine~UDP-N-acetyl-3-O-(1-carboxyvinyl)-D-glucosamine~UDP-N-acetyl-3-O--1-carboxyvinyl-D-glucosamine~UDP-N-acetylglucosamine enolpyruvate~UDP-N-acetylglucosamine-3-O-pyruvateether,C04631,C20H26N3O19P2~C20H29N3O19P2,677.086945
UDP-MurNAc~UDP-N-acetyl-alpha-D-muramate~UDP-N-acetylmuramate~UDP-N-acetylmuramic acid,C01050,C20H28N3O19P2~C20H31N3O19P2,679.102595
"2-Octaprenyl-6-methoxy-1.4-benzoquinone~3-Octaprenyl-4-hydroxybenzoate~6-methoxy-2-octaprenyl-1,4-benzoquinone",C05809~C05813,C47H70O3,682.53248
Guanosine 3&#39;-diphosphate 5&#39;-triphosphate~Guanosine 3'-diphosphate 5'-triphosphate~guanosine 3'-diphosphate 5'-triphosphate(6-)~Guanosine 3-diphosphate 5-triphosphate~Guanosine 5&#39;-triphosphate.3&#39;-diphosphate,C04494,C10H12N5O20P5~C10H18N5O20P5,682.9232
3'-dephospho-CoA(2-)~Dephospho-CoA,C00882,C21H33N7O13P2S~C21H35N7O13P2S,687.148785
"Phenol-2,4-dimethyl-3-keto-9,11-dihydroxy-C37-acid",,C43H76O6,688.56416
Phosphatidate,,C38H75O8P,690.519915
UDP-N-glycolylmuramate,,C20H31N3O20P2,695.097505
"2-Octaprenyl-3-methyl-6-methoxy-1.4-benzoquinone~3-methyl-6-methoxy-2-octaprenyl-1,4-benzoquinone",C05814,C48H72O3,696.54813
tetracosanoyl AMP,,C34H60N5O8P,697.41789
2-Demethylmenaquinone (n=7),C05818,C50H70O2,702.53757
Tetrahydropteroyltri-L-glutamate~tetrahydropteroyltri-L-glutamate(4-),C04144,C29H33N9O12~C29H37N9O12,703.256075
"2,3-Bis(3-hydroxytetradecanoyl)-beta-D-glucosaminyl 1-phosphate",C04824,C34H66NO12P,711.4322
2-Octaprenyl-3-methyl-5-hydroxy-6-methoxy-1.4-benzoquinone,C05815,C48H72O4,712.54304
Menaquinone,C00828,C51H72O2,716.55322
5-Methyltetrahydropteroyltri-L-glutamate~5-methyltetrahydropteroyltri-L-glutamate(4-),C04489,C30H35N9O12~C30H39N9O12,717.271725
1-(5-phospho-D-ribosyl)-ATP~1-(5-Phosphoribosyl)-ATP~N1-(5-Phospho-D-ribosyl)-ATP~Phosphoribosyl-ATP,C02739,C15H19N5O20P4~C15H25N5O20P4,719.004215
Fe-enterobactin,C06230,C30H24FeN3O15,719.032125
"(1R,2R,3R)-prephytoene diphosphate~all-trans-Octaprenyl diphosphate~all-trans-Octaprenyldiphosphate~Farnesylfarnesylgeraniol~Prephytoene diphosphate",C03427~C04146,C40H65O7P2~C40H68O7P2,722.44399
Adenylated molybdopterin,C19848,C20H26N10O12P2S2,724.06473
Ubiquinone (n=7)~Ubiquinone-8,C00399~C17569,C49H74O4,726.55869
Ubiquinol (n=7),C00390,C49H76O4,728.57434
Phosphatidylethanolamine,C00350,C40H80NO8P,733.56211
Molybdopterin guanine dinucleotide,C19928,C20H24N10O13P2S2,738.04399
Ferrichrome,C06228,C27H42FeN9O12,740.23014
beta-Nicotinamide adenine dinucleotide phosphate~NADP~NADP(+)~NADP+~Nicotinamide adenine dinucleotide phosphate~Nicotinamide adenine dinucleotide phosphate -~Nicotinamideadeninedinucleotidephosphate~TPN~Triphosphopyridine nucleotide,C00006,C21H25N7O17P3~C21H28N7O17P3~C21H29N7O17P3,744.083165
NADPH~Nicotinamide adenine dinucleotide phosphate - reduced~Nicotinamideadeninedinucleotidephosphate-reduced~TPNH,C00005,C21H26N7O17P3~C21H30N7O17P3,745.09099
UDP-N-acetylmuramoyl-L-alaninate(3-)~UDP-N-acetylmuramoyl-L-alanine,C01212,C23H33N4O20P2~C23H36N4O20P2,750.1397
Phosphatidylglycerol,,C41H81O10P,764.556685
CoA~CoA-SH~Coenzyme A~CoenzymeA,C00010,C21H32N7O16P3S~C21H36N7O16P3S,767.1151
Coenzyme F420,C00876,C29H36N5O18P,773.17919
Phenoltricosanoyl AMP,,C39H62N5O9P,775.42845
"5,6,7,8-tetrahydromethanopterin",C01217,C30H42N6O16P,776.262865
Phosphatidylserine,,C41H80NO10P,777.55193
decaprenyl phosphate,,C50H83O4P,778.602875
FAD~Flavin adenine dinucleotide~Flavin adenine dinucleotide oxidized~Flavinadeninedinucleotideoxidized,C00016,C27H31N9O15P2~C27H33N9O15P2,785.157025
FADH2~Flavin adenine dinucleotide reduced~Flavinadeninedinucleotidereduced,C01352,C27H33N9O15P2~C27H35N9O15P2,787.172675
"5,10-methylenetetrahydromethanopterin(3-)",C04377,C31H42N6O16P,788.262865
P1.P4-Bis(5&#39;-uridyl) tetraphosphate~UppppU,C06198,C18H26N4O23P4,789.9937
"5-methyl-5,6,7,8-tetrahydromethanopterin",C04488,C31H44N6O16P,790.278515
UDP-3-O-(3-hydroxytetradecanoyl)-D-glucosamine,C06022,C29H51N3O18P2,791.264185
Formyl-CoA~formyl-CoA(4-),C00798,C22H32N7O17P3S~C22H36N7O17P3S,795.11001
Phenolpentacosanoyl AMP,,C41H66N5O9P,803.45975
Acetyl coenzyme A~Acetyl-CoA~acetyl-CoA(4-),C00024,C23H34N7O17P3S~C23H38N7O17P3S,809.12566
Phosphatidylcholine,,C46H92NO8P,817.65601
"alpha,alpha-Trehalose 6-mycolate",C04218,C44H82O13,818.57548
acryloyl-CoA(4-),C00894,C24H34N7O17P3S,821.12566
rifampin,C06688,C43H58N4O12,822.40505
Propanoyl-CoA~Propionyl coenzyme A~Propionyl-CoA~propionyl-CoA(4-),C00100,C24H36N7O17P3S~C24H40N7O17P3S,823.14131
UDP-3-O-(3-hydroxytetradecanoyl)-N-acetylglucosamine,C04738,C31H53N3O19P2,833.274745
2-Butenoyl-CoA~2-Methylprop-2-enoyl-CoA~But-2-enoyl-CoA~Crotonoyl-CoA~crotonoyl-CoA(4-)~Crotonyl-CoA~Methacrylyl-CoA~Methylacrylyl-CoA~trans-But-2-enoyl-CoA,C00877~C03460,C25H36N7O17P3S~C25H40N7O17P3S,835.14131
"P1,P4-Bis(5'-adenosyl) tetraphosphate",C01260,C20H28N10O19P4,836.04813
Uroporphyrinogen I~Uroporphyrinogen III~uroporphyrinogen III(8-)~uroporphyrinogen-iii~UroporphyrinogenI~UroporphyrinogenIII,C01051~C05766,C40H36N4O16~C40H44N4O16,836.27514
2-Methylpropanoyl-CoA~2-Methylpropionyl-CoA~Butanoyl-CoA~Butyryl-CoA~Isobutyryl-CoA,C00136~C00630,C25H38N7O17P3S~C25H42N7O17P3S,837.15696
Heme O~hemeO,C15672,C49H58FeN4O5,838.37562
Oxalyl-CoA~oxalyl-CoA(5-),C00313,C23H31N7O19P3S~C23H36N7O19P3S,839.09983
3-hydroxypropanoyl-CoA(4-),C05668,C24H36N7O18P3S,839.13622
Mycobactin with octadecenoyl group,,C45H71N5O10,841.520025
Mycobactin with octadecanoyl group,,C45H73N5O10,843.535675
Phosphatidylglycerophosphate,,C41H82O13P2,844.523
"ditrans,octacis-undecaprenyl phosphate~Undecaprenyl phosphate~Undecaprenylphosphate",C00348~C17556,C55H89O4P~C55H91O4P,846.665475
(E)-2-Methylcrotonoyl-CoA~2-Methylbut-2-enoyl-CoA~2-Methylcrotanoyl-CoA~3-methylbut-2-enoyl-CoA~3-Methylcrotonoyl-CoA~3-Methylcrotonyl-CoA~Dimethylacryloyl-CoA~Methylcrotonoyl-CoA~Methylcrotonyl-CoA~Tigloyl-CoA~Tiglyl-CoA~trans-2-Methylbut-2-enoyl-CoA,C03069~C03345,C26H38N7O17P3S~C26H42N7O17P3S,849.15696
